Month,PolicyYear,MonthInPY,Age,BOP_AV,BOP_BB,FinalMortality,FinalLapse,PWD_Rate,RiderChargeRate,CreditedRate,SurrChgPct,FPW_Pct,Lives,Mortality,Lapse,PWD,SurrChg,RiderChg,Interest,EOP_AV,BaseLapse,DynamicLapse,LapseSkew,NetIndexCreditReimb,HedgeGains
1,1,1,67,80841.02598000,105093.33380000,0.00038158,0.00000000,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7845907478,30.84718894,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,80810.17879106,-5.75971161,-0.34715163,0.08333333,0.000000000,0.983069678
2,1,2,67,80810.17879106,105053.23245437,0.00038116,0.00018582,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7841459572,30.79789429,13.66276984,0.00000000,1.35126295,0.00000000,0.00000000,80764.36686399,-5.75971161,-0.34715163,0.08333333,0.000000000,1.459981215
3,1,3,67,80764.36686399,104993.67694916,0.00038075,0.00018582,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7837017450,30.74681991,13.65502492,0.00000000,1.35049697,0.00000000,0.00000000,80718.61452219,-5.75971161,-0.34715163,0.08333333,0.000000000,1.475163603
4,1,4,67,80718.61452219,104934.19890481,0.00038033,0.00018582,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7832581103,30.69584309,13.64729007,0.00000000,1.34973198,0.00000000,0.00000000,80672.92165704,-5.75971161,-0.34715163,0.08333333,0.000000000,1.490504889
5,1,5,67,80672.92165704,104874.79818010,0.00037991,0.00018582,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7828150520,30.64496362,13.63956528,0.00000000,1.34896799,0.00000000,0.00000000,80627.28816015,-5.75971161,-0.34715163,0.08333333,0.000000000,1.506006746
6,1,6,67,80627.28816015,104815.47463413,0.00037950,0.00018582,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7823725691,30.59418127,13.63185052,0.00000000,1.34820500,0.00000000,0.00000000,80581.71392337,-5.75971161,-0.34715163,0.08333333,0.000000000,1.521670864
7,1,7,67,80581.71392337,104756.22812629,0.00037908,0.00018582,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7819306605,30.54349582,13.62414579,0.00000000,1.34744299,0.00000000,0.00000000,80536.19883877,-5.75971161,-0.34715163,0.08333333,0.000000000,1.537498951
8,1,8,67,80536.19883877,104697.05851630,0.00037867,0.00018582,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7814893251,30.49290707,13.61645105,0.00000000,1.34668197,0.00000000,0.00000000,80490.74279867,-5.75971161,-0.34715163,0.08333333,0.000000000,1.553492736
9,1,9,67,80490.74279867,104637.96566416,0.00037826,0.00018582,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7810485620,30.44241479,13.60876630,0.00000000,1.34592194,0.00000000,0.00000000,80445.34569564,-5.75971161,-0.34715163,0.08333333,0.000000000,1.569653961
10,1,10,67,80445.34569564,104578.94943021,0.00037784,0.00018582,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7806083701,30.39201876,13.60109151,0.00000000,1.34516290,0.00000000,0.00000000,80400.00742247,-5.75971161,-0.34715163,0.08333333,0.000000000,1.585984392
11,1,11,67,80400.00742247,104520.00967507,0.00037743,0.00018582,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7801687483,30.34171879,13.59342667,0.00000000,1.34440484,0.00000000,0.00000000,80354.72787218,-5.75971161,-0.34715163,0.08333333,0.000000000,1.602485809
12,1,12,67,80354.72787218,104461.14625968,0.00037702,0.00018582,0.00000000,0.00500000,0.00000000,0.09000000,0.00000000,0.7797296956,30.27929449,13.58029101,0.00000000,1.34310570,522.03003817,0.00000000,79787.49514281,-5.75971161,-0.34715163,0.08333333,0.000000000,20.310074783
13,2,1,68,79787.49514281,112433.30974107,0.00041604,0.00031431,0.00083718,0.00000000,0.03780000,0.09000000,0.05000000,0.7791603205,34.43308992,23.78974522,69.28836638,2.22419160,0.00000000,3015.96731640,82673.72706609,-5.23478933,-0.34715163,0.08333333,376.995914550,381.524402328
14,2,2,68,82673.72706609,112257.15068677,0.00041558,0.00027696,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.7786208084,34.34224746,20.93001142,69.18113680,1.95682447,0.00000000,0.00000000,82547.31684594,-5.23478933,-0.47346800,0.08333333,0.000000000,4.028569819
15,2,3,68,82547.31684594,112085.50666352,0.00041513,0.00029393,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.7780688115,34.25198792,22.17868707,69.07476522,2.07356779,0.00000000,0.00000000,82419.73783794,-5.23478933,-0.41407486,0.08333333,0.000000000,4.113448662
16,2,4,68,82419.73783794,111912.27562102,0.00041468,0.00029393,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.7775175586,34.16170056,22.14441368,68.96802192,2.07036344,0.00000000,0.00000000,82292.39333834,-5.23478933,-0.41407486,0.08333333,0.000000000,4.153987689
17,2,5,68,82292.39333834,111739.36300189,0.00041422,0.00029393,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.7769670483,34.07166674,22.11020328,68.86147479,2.06716499,0.00000000,0.00000000,82165.28282854,-5.23478933,-0.41407486,0.08333333,0.000000000,4.194929126
18,2,6,68,82165.28282854,111566.76810194,0.00041377,0.00029393,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.7764172793,33.98188569,22.07605573,68.75512342,2.06397241,0.00000000,0.00000000,82038.40579130,-5.23478933,-0.41407486,0.08333333,0.000000000,4.236276995
19,2,7,68,82038.40579130,111394.49021882,0.00041332,0.00029393,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.7758682501,33.89235665,22.04197090,68.64896737,2.06078569,0.00000000,0.00000000,81911.76171069,-5.23478933,-0.41407486,0.08333333,0.000000000,4.278035356
20,2,8,68,81911.76171069,111222.52865201,0.00041287,0.00029393,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.7753199593,33.80307885,22.00794864,68.54300621,2.05760482,0.00000000,0.00000000,81785.35007217,-5.23478933,-0.41407486,0.08333333,0.000000000,4.320208310
21,2,9,68,81785.35007217,111050.88270283,0.00041242,0.00029393,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.7747724055,33.71405155,21.97398882,68.43723950,2.05442979,0.00000000,0.00000000,81659.17036251,-5.23478933,-0.41407486,0.08333333,0.000000000,4.362800000
22,2,10,68,81659.17036251,110879.55167443,0.00041197,0.00029393,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.7742255873,33.62527397,21.94009130,68.33166682,2.05126059,0.00000000,0.00000000,81533.22206984,-5.23478933,-0.41407486,0.08333333,0.000000000,4.405814610
23,2,11,68,81533.22206984,110708.53487173,0.00041152,0.00029393,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.7736795034,33.53674537,21.90625594,68.22628774,2.04809719,0.00000000,0.00000000,81407.50468360,-5.23478933,-0.41407486,0.08333333,0.000000000,4.449256366
24,2,12,68,81407.50468360,110537.83160152,0.00041107,0.00029393,0.00083718,0.00500000,0.00000000,0.09000000,0.05000000,0.7731341523,33.41900101,21.85321563,68.06109552,2.04313826,551.94774447,0.00000000,80730.18048871,-5.23478933,-0.41407486,0.08333333,0.000000000,24.251959272
25,3,1,69,80730.18048871,118250.82982751,0.00045595,0.00050113,0.00125868,0.00000000,0.03780000,0.08000000,0.05000000,0.7723943825,38.17528506,38.76938669,105.38600924,3.18882401,0.00000000,3051.60082247,83596.26180619,-4.70242372,-0.41407486,0.08333333,381.450102809,387.925766780
26,3,2,69,83596.26180619,117988.98488853,0.00045545,0.00044266,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.7717008454,38.05024670,34.17117612,105.15572138,2.81061622,0.00000000,0.00000000,83416.07404578,-4.70242372,-0.53781434,0.08333333,0.000000000,5.742407319
27,3,3,69,83416.07404578,117734.66525174,0.00045495,0.00047092,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.7709865143,37.92621953,36.27406298,104.92760095,2.98358094,0.00000000,0.00000000,83233.96258138,-4.70242372,-0.47607750,0.08333333,0.000000000,5.871703906
28,3,4,69,83233.96258138,117477.63047103,0.00045445,0.00047092,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.7702732275,37.80208295,36.19487958,104.69855234,2.97706802,0.00000000,0.00000000,83052.28999849,-4.70242372,-0.47607750,0.08333333,0.000000000,5.926174079
29,3,5,69,83052.28999849,117221.21513410,0.00045396,0.00047092,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.7695609829,37.67837152,36.11588699,104.47005566,2.97057079,0.00000000,0.00000000,82871.05511353,-4.70242372,-0.47607750,0.08333333,0.000000000,5.981153713
30,3,6,69,82871.05511353,116965.41757042,0.00045346,0.00047092,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.7688497784,37.55508371,36.03708469,104.24210942,2.96408922,0.00000000,0.00000000,82690.25674650,-4.70242372,-0.47607750,0.08333333,0.000000000,6.036647605
31,3,7,69,82690.25674650,116710.23611452,0.00045297,0.00047092,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.7681396119,37.43221799,35.95847217,104.01471213,2.95762325,0.00000000,0.00000000,82509.89372095,-4.70242372,-0.47607750,0.08333333,0.000000000,6.092660600
32,3,8,69,82509.89372095,116455.66910594,0.00045247,0.00047092,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.7674304813,37.30977284,35.88004892,103.78786233,2.95117285,0.00000000,0.00000000,82329.96486400,-4.70242372,-0.47607750,0.08333333,0.000000000,6.149197590
33,3,9,69,82329.96486400,116201.71488928,0.00045198,0.00047092,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.7667223845,37.18774674,35.80181442,103.56155853,2.94473798,0.00000000,0.00000000,82150.46900633,-4.70242372,-0.47607750,0.08333333,0.000000000,6.206263511
34,3,10,69,82150.46900633,115948.37181411,0.00045148,0.00047092,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.7660153196,37.06613818,35.72376817,103.33579927,2.93831859,0.00000000,0.00000000,81971.40498212,-4.70242372,-0.47607750,0.08333333,0.000000000,6.263863346
35,3,11,69,81971.40498212,115695.63823500,0.00045099,0.00047092,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.7653092844,36.94494565,35.64590966,103.11058307,2.93191465,0.00000000,0.00000000,81792.77162910,-4.70242372,-0.47607750,0.08333333,0.000000000,6.322002127
36,3,12,69,81792.77162910,115443.51251150,0.00045050,0.00047092,0.00125868,0.00500000,0.00000000,0.08000000,0.05000000,0.7646042768,36.78054633,35.52610482,102.76403149,2.92206057,576.17106244,0.00000000,81038.60782345,-4.70242372,-0.47607750,0.08333333,0.000000000,27.003243110
37,4,1,70,81038.60782345,122871.45920862,0.00050062,0.00080946,0.00168214,0.00000000,0.03780000,0.07000000,0.05000000,0.7636028992,42.06618809,63.49420443,141.34801085,4.52315436,0.00000000,3063.25937573,83850.43564145,-4.16261478,-0.47607750,0.08333333,382.907421966,391.683783672
38,4,2,70,83850.43564145,122504.12179487,0.00050007,0.00071665,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.7626740820,41.89636321,56.04874707,140.93139292,3.99276024,0.00000000,0.00000000,83607.56637802,-4.16261478,-0.59734255,0.08333333,0.000000000,7.740005385
39,4,3,70,83607.56637802,122149.29375372,0.00049952,0.00076414,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.7617106084,41.72846087,59.58868120,140.52016790,4.24493551,0.00000000,0.00000000,83361.48413253,-4.16261478,-0.53343750,0.08333333,0.000000000,7.934273038
40,4,4,70,83361.48413253,121789.77159809,0.00049898,0.00076414,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.7607487673,41.56018544,59.41331134,140.10661616,4.23244264,0.00000000,0.00000000,83116.17157696,-4.16261478,-0.53343750,0.08333333,0.000000000,8.002115042
41,4,5,70,83116.17157696,121431.37394688,0.00049843,0.00076414,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.7597885554,41.39261133,59.23848993,139.69435778,4.21998884,0.00000000,0.00000000,82871.62612908,-4.16261478,-0.53343750,0.08333333,0.000000000,8.070542897
42,4,6,70,82871.62612908,121074.09702755,0.00049789,0.00076414,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.7588299689,41.22573551,59.06421514,139.28338840,4.20757398,0.00000000,0.00000000,82627.84521606,-4.16261478,-0.53343750,0.08333333,0.000000000,8.139561705
43,4,7,70,82627.84521606,120717.93708119,0.00049734,0.00076414,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.7578730045,41.05955496,58.89048513,138.87370372,4.19519792,0.00000000,0.00000000,82384.82627432,-4.16261478,-0.53343750,0.08333333,0.000000000,8.209176614
44,4,8,70,82384.82627432,120362.89036248,0.00049680,0.00076414,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.7569176584,40.89406667,58.71729808,138.46529942,4.18286055,0.00000000,0.00000000,82142.56674960,-4.16261478,-0.53343750,0.08333333,0.000000000,8.279392816
45,4,9,70,82142.56674960,120008.95313967,0.00049626,0.00076414,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.7559639273,40.72926764,58.54465217,138.05817122,4.17056172,0.00000000,0.00000000,81901.06409685,-4.16261478,-0.53343750,0.08333333,0.000000000,8.350215548
46,4,10,70,81901.06409685,119656.12169449,0.00049572,0.00076414,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.7550118075,40.56515490,58.37254558,137.65231483,4.15830132,0.00000000,0.00000000,81660.31578023,-4.16261478,-0.53343750,0.08333333,0.000000000,8.421650093
47,4,11,70,81660.31578023,119304.39232212,0.00049517,0.00076414,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.7540612957,40.40172547,58.20097650,137.24772599,4.14607920,0.00000000,0.00000000,81420.31927306,-4.16261478,-0.53343750,0.08333333,0.000000000,8.493701781
