Month,PolicyYear,MonthInPY,Age,BOP_AV,BOP_BB,FinalMortality,FinalLapse,PWD_Rate,RiderChargeRate,CreditedRate,SurrChgPct,FPW_Pct,Lives,Mortality,Lapse,PWD,SurrChg,RiderChg,Interest,EOP_AV,BaseLapse,DynamicLapse,LapseSkew,NetIndexCreditReimb,HedgeGains
1,1,1,57,356.37267530,463.28447790,0.00011390,0.00000000,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0165945027,0.04058915,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,356.33208615,-5.01277551,-0.34715163,0.08333333,0.000000000,0.001293536
2,1,2,57,356.33208615,463.23171201,0.00011378,0.00039262,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0165861001,0.04054011,0.12729976,0.00000000,0.01259009,0.00000000,0.00000000,356.15165619,-5.01277551,-0.34715163,0.08333333,0.000000000,0.005750126
3,1,3,57,356.15165619,462.99715306,0.00011367,0.00039262,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0165777035,0.04047882,0.12723531,0.00000000,0.01258371,0.00000000,0.00000000,355.97135835,-5.01277551,-0.34715163,0.08333333,0.000000000,0.005813228
4,1,4,57,355.97135835,462.76276587,0.00011355,0.00039262,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0165693132,0.04041762,0.12717091,0.00000000,0.01257734,0.00000000,0.00000000,355.79119248,-5.01277551,-0.34715163,0.08333333,0.000000000,0.005877025
5,1,5,57,355.79119248,462.52855024,0.00011344,0.00039262,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0165609289,0.04035652,0.12710655,0.00000000,0.01257098,0.00000000,0.00000000,355.61115843,-5.01277551,-0.34715163,0.08333333,0.000000000,0.005941524
6,1,6,57,355.61115843,462.29450597,0.00011332,0.00039262,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0165525508,0.04029552,0.12704224,0.00000000,0.01256462,0.00000000,0.00000000,355.43125605,-5.01277551,-0.34715163,0.08333333,0.000000000,0.006006732
7,1,7,57,355.43125605,462.06063288,0.00011321,0.00039262,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0165441788,0.04023461,0.12697798,0.00000000,0.01255826,0.00000000,0.00000000,355.25148520,-5.01277551,-0.34715163,0.08333333,0.000000000,0.006072657
8,1,8,57,355.25148520,461.82693076,0.00011310,0.00039262,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0165358129,0.04017380,0.12691377,0.00000000,0.01255191,0.00000000,0.00000000,355.07184571,-5.01277551,-0.34715163,0.08333333,0.000000000,0.006139308
9,1,9,57,355.07184571,461.59339944,0.00011298,0.00039262,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0165274532,0.04011309,0.12684960,0.00000000,0.01254556,0.00000000,0.00000000,354.89233746,-5.01277551,-0.34715163,0.08333333,0.000000000,0.006206692
10,1,10,57,354.89233746,461.36003871,0.00011287,0.00039262,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0165190995,0.04005247,0.12678548,0.00000000,0.01253922,0.00000000,0.00000000,354.71296029,-5.01277551,-0.34715163,0.08333333,0.000000000,0.006274818
11,1,11,57,354.71296029,461.12684838,0.00011275,0.00039262,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0165107520,0.03999195,0.12672140,0.00000000,0.01253289,0.00000000,0.00000000,354.53371404,-5.01277551,-0.34715163,0.08333333,0.000000000,0.006343693
12,1,12,57,354.53371404,460.89382826,0.00011264,0.00039262,0.00000000,0.00500000,0.00000000,0.09000000,0.00000000,0.0165024105,0.03991605,0.12660829,0.00000000,0.01252170,2.30337431,0.00000000,352.05129369,-5.01277551,-0.34715163,0.08333333,0.000000000,0.088884404
13,2,1,58,352.05129369,496.09643803,0.00012664,0.00064076,0.00083718,0.00000000,0.03780000,0.09000000,0.05000000,0.0164897479,0.04624638,0.21399551,0.30573222,0.02000723,0.00000000,13.30753890,364.77285125,-4.52431600,-0.34715163,0.08333333,1.663442363,1.683896375
14,2,2,58,364.77285125,495.30077296,0.00012651,0.00056449,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0164783547,0.04612693,0.18822537,0.30524971,0.01759789,0.00000000,0.00000000,364.21565135,-4.52431600,-0.47346800,0.08333333,0.000000000,0.017757415
15,2,3,58,364.21565135,494.54418831,0.00012638,0.00059915,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0164664005,0.04600958,0.19947383,0.30477982,0.01864955,0.00000000,0.00000000,363.64673856,-4.52431600,-0.41407486,0.08333333,0.000000000,0.018343092
16,2,4,58,363.64673856,493.77169951,0.00012625,0.00059915,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0164544570,0.04589150,0.19916227,0.30430377,0.01862042,0.00000000,0.00000000,363.07876061,-4.52431600,-0.41407486,0.08333333,0.000000000,0.018527486
17,2,5,58,363.07876061,493.00048006,0.00012613,0.00059915,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0164425242,0.04577372,0.19885121,0.30382851,0.01859134,0.00000000,0.00000000,362.51171584,-4.52431600,-0.41407486,0.08333333,0.000000000,0.018713737
18,2,6,58,362.51171584,492.23052771,0.00012600,0.00059915,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0164306023,0.04565624,0.19854067,0.30335402,0.01856230,0.00000000,0.00000000,361.94560260,-4.52431600,-0.41407486,0.08333333,0.000000000,0.018901864
19,2,7,58,361.94560260,491.46184023,0.00012587,0.00059915,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0164186910,0.04553908,0.19823063,0.30288032,0.01853332,0.00000000,0.00000000,361.38041925,-4.52431600,-0.41407486,0.08333333,0.000000000,0.019091886
20,2,8,58,361.38041925,490.69441538,0.00012575,0.00059915,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0164067904,0.04542222,0.19792111,0.30240739,0.01850438,0.00000000,0.00000000,360.81616415,-4.52431600,-0.41407486,0.08333333,0.000000000,0.019283822
21,2,9,58,360.81616415,489.92825094,0.00012562,0.00059915,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0163949006,0.04530567,0.19761209,0.30193524,0.01847549,0.00000000,0.00000000,360.25283566,-4.52431600,-0.41407486,0.08333333,0.000000000,0.019477692
22,2,10,58,360.25283566,489.16334468,0.00012549,0.00059915,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0163830214,0.04518942,0.19730359,0.30146386,0.01844664,0.00000000,0.00000000,359.69043215,-4.52431600,-0.41407486,0.08333333,0.000000000,0.019673515
23,2,11,58,359.69043215,488.39969438,0.00012537,0.00059915,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0163711529,0.04507348,0.19699558,0.30099326,0.01841785,0.00000000,0.00000000,359.12895197,-4.52431600,-0.41407486,0.08333333,0.000000000,0.019871311
24,2,12,58,359.12895197,487.63729783,0.00012524,0.00059915,0.00083718,0.00500000,0.00000000,0.09000000,0.05000000,0.0163592951,0.04491672,0.19650819,0.30024856,0.01837228,2.43489347,0.00000000,356.13401275,-4.52431600,-0.41407486,0.08333333,0.000000000,0.107235419
25,3,1,59,356.13401275,521.65302088,0.00013937,0.00098124,0.00125868,0.00000000,0.03780000,0.08000000,0.05000000,0.0163409649,0.05147722,0.33488340,0.46489935,0.02754452,0.00000000,13.46186568,368.71707394,-4.03310165,-0.41407486,0.08333333,1.682733210,1.713408382
