Projection month,Policy year,Month in policy year,Attained age,Baseline mortality,Mortality improvement,Final mortality,Surrender charge,FPW %,GLWB activated,Non-systematic PWD rate,Lapse skew,Premium,BOP AV,BOP Benefit base,Base component,Dynamic component,Final lapse rate,Rider charge,Credited rate,Systematic withdrawal,Rollup rate,AV persistency,BB persistency,Lives persistency,Lives,Pre-decrement AV,Mortality,Lapse,PWD,Rider charges,Surrender charges,Interest credits,EOP AV,Expenses,Commission,Chargebacks,Bonus comp,Total net cashflow,Net index credit reimbursement,Hedge gains
1,1,1,57,0.0015996,0.012,0.000113895,0.09,0,1,0,0.083333333,86.80647933,86.80647933,112.8484231,-5.413218574,-0.347151629,0,0,0,0.460797728,0.076923077,0.999886105,0.999886105,0.999886105,0.004042606,86.3456816,0.009834361,0,0.460797728,0,0,0,86.33584724,0.017986635,8.732731821,0.000994617,0,77.5861234,0,0.000315084
2,1,2,57,0.0015996,0.012,0.000113781,0.09,0,1,0,0.083333333,,86.33584724,112.8355702,-5.413218574,-0.347151629,0.000262875,0,0,0.460745245,0.076923077,0.999623374,0.999623374,0.999623374,0.004042146,85.875102,0.009770148,0.020541102,0.460745245,0,0.002031538,0,85.84275921,0.017883908,0,0.003288598,0,-0.505651805,0,0.001036263
3,1,3,57,0.0015996,0.012,0.000113666,0.09,0,1,0,0.083333333,,85.84275921,112.7930734,-5.413218574,-0.355179697,0.00026077,0,0,0.460571717,0.076923077,0.999625593,0.999625593,0.999625593,0.004040623,85.38218749,0.009704296,0.020259666,0.460571717,0,0.002003703,0,85.35021983,0.017781296,0,0.00326799,0,-0.505048985,0,0.001036273
4,1,4,57,0.0015996,0.012,0.000113552,0.09,0,1,0,0.083333333,,85.35021983,112.7508429,-5.413218574,-0.36329391,0.00025866,0,0,0.460399275,0.076923077,0.999627818,0.999627818,0.999627818,0.004039111,84.88982055,0.00963863,0.019979828,0.460399275,0,0.001976027,0,84.85822607,0.017678797,0,0.003247357,0,-0.504449173,0,0.001036204
5,1,5,57,0.0015996,0.012,0.000113438,0.09,0,1,0,0.083333333,,84.85822607,112.7088791,-5.413218574,-0.371495663,0.000256544,0,0,0.460227923,0.076923077,0.999630048,0.999630048,0.999630048,0.004037607,84.39799814,0.009573147,0.019701593,0.460227923,0,0.001948509,0,84.36677489,0.017576411,0,0.003226701,0,-0.503852374,0,0.001036056
6,1,6,57,0.0015996,0.012,0.000113323,0.09,0,1,0,0.083333333,,84.36677489,112.6671822,-5.413218574,-0.379786381,0.000254423,0,0,0.46005766,0.076923077,0.999632282,0.999632282,0.999632282,0.004036114,83.90671723,0.009507848,0.019424971,0.46005766,0,0.001921151,0,83.87586326,0.017474138,0,0.003206021,0,-0.503258596,0,0.001035827
7,1,7,57,0.0015996,0.012,0.000113209,0.09,0,1,0,0.083333333,,83.87586326,112.6257525,-5.413218574,-0.388167518,0.000252297,0,0,0.459888489,0.076923077,0.999634523,0.999634523,0.999634523,0.004034629,83.41597477,0.009442732,0.019149967,0.459888489,0,0.001893953,0,83.38548812,0.017371977,0,0.001592659,0,-0.504260505,0,0.001035516
8,1,8,57,0.0015996,0.012,0.000113095,0.09,0,1,0,0.083333333,,83.38548812,112.5845903,-5.413218574,-0.396640562,0.000250165,0,0,0.45972041,0.076923077,0.999636768,0.999636768,0.999636768,0.004033155,82.92576771,0.009377798,0.018876589,0.45972041,0,0.001866915,0,82.89564641,0.017269926,0,0.001582296,0,-0.503662427,0,0.001035124
9,1,9,57,0.0015996,0.012,0.000112982,0.09,0,1,0,0.083333333,,82.89564641,112.543696,-5.413218574,-0.405207034,0.000248028,0,0,0.459553425,0.076923077,0.999639018,0.999639018,0.999639018,0.00403169,82.43609299,0.009313044,0.018604845,0.459553425,0,0.00184004,0,82.40633506,0.017167986,0,0.001571922,0,-0.503067379,0,0.001034648
10,1,10,57,0.0015996,0.012,0.000112868,0.09,0,1,0,0.083333333,,82.40633506,112.5030697,-5.413218574,-0.413868486,0.000245886,0,0,0.459387535,0.076923077,0.999641274,0.999641274,0.999641274,0.004030235,81.94694752,0.009248472,0.018334743,0.459387535,0,0.001813326,0,81.91755098,0.017066156,0,0.001561538,0,-0.502475368,0,0.001034089
