Projection month,Policy year,Month in policy year,Attained age,Baseline mortality,Mortality improvement,Final mortality,Surrender charge,FPW %,GLWB activated,Non-systematic PWD rate,Lapse skew,Premium,BOP AV,BOP Benefit base,Base component,Dynamic component,Final lapse rate,Rider charge,Credited rate,Systematic withdrawal,Rollup rate,AV persistency,BB persistency,Lives persistency,Lives,Pre-decrement AV,Mortality,Lapse,PWD,Rider charges,Surrender charges,Interest credits,EOP AV,Expenses,Commission,Chargebacks,Bonus comp,Total net cashflow,Net index credit reimbursement,Hedge gains
1,1,1,77,0.021621467,0.015,0.001490684,0.09,0,0,0,0.083333333,20906.27839,20906.27839,27178.1619,-5.744810294,-0.347151629,0,0,0,0,0.076923077,0.998509316,0.998509316,0.998509316,0.039019025,20906.27839,31.16464781,0,0,0,0,0,20875.11374,4.348982029,1199.721629,1.788405442,0,19672.83153,0,0.993186781
2,1,2,77,0.021621467,0.015,0.001488792,0.09,0,0,0,0.083333333,0,20875.11374,27137.64786,-5.744810294,-0.347151629,0.00018861,0,0,0,0.076923077,0.998322879,0.998322879,0.998322879,0.03896086,20875.11374,31.07349799,3.582294686,0,0,0.354292881,0,20840.10365,4.341688261,0,2.009078617,0,-36.98840232,0,1.115737113
3,1,3,77,0.021621467,0.015,0.001486903,0.09,0,0,0,0.083333333,0,20840.10365,27092.13475,-5.744810294,-0.347151629,0.00018861,0,0,0,0.076923077,0.998324768,0.998324768,0.998324768,0.038895518,20840.10365,30.98201744,3.576286831,0,0,0.353698698,0,20805.19165,4.334414927,0,2.003450078,0,-36.88926912,0,1.125645466
4,1,4,77,0.021621467,0.015,0.001485016,0.09,0,0,0,0.083333333,0,20805.19165,27046.74915,-5.744810294,-0.347151629,0.00018861,0,0,0,0.076923077,0.998326655,0.998326655,0.998326655,0.038830359,20805.19165,30.89086506,3.570295807,0,0,0.353106179,0,20770.37738,4.327161955,0,1.997841433,0,-36.79048139,0,1.135644156
5,1,5,77,0.021621467,0.015,0.001483131,0.09,0,0,0,0.083333333,0,20770.37738,27001.4906,-5.744810294,-0.347151629,0.00018861,0,0,0,0.076923077,0.998328539,0.998328539,0.998328539,0.038765383,20770.37738,30.80003948,3.564321556,0,0,0.352515319,0,20735.66051,4.319929272,0,1.992252598,0,-36.69203771,0,1.145734023
6,1,6,77,0.021621467,0.015,0.001481249,0.09,0,0,0,0.083333333,0,20735.66051,26956.35866,-5.744810294,-0.347151629,0.00018861,0,0,0,0.076923077,0.998330421,0.998330421,0.998330421,0.038700588,20735.66051,30.70953931,3.558364016,0,0,0.351926112,0,20701.04068,4.312716808,0,1.986683492,0,-36.59393664,0,1.155915918
7,1,7,77,0.021621467,0.015,0.001479369,0.09,0,0,0,0.083333333,0,20701.04068,26911.35288,-5.744810294,-0.347151629,0.00018861,0,0,0,0.076923077,0.9983323,0.9983323,0.9983323,0.038635974,20701.04068,30.61936317,3.552423131,0,0,0.351338551,0,20666.51755,4.30552449,0,0.990567016,0,-37.48674377,0,1.166190698
8,1,8,77,0.021621467,0.015,0.001477492,0.09,0,0,0,0.083333333,0,20666.51755,26866.47282,-5.744810294,-0.347151629,0.00018861,0,0,0,0.076923077,0.998334177,0.998334177,0.998334177,0.038571541,20666.51755,30.5295097,3.54649884,0,0,0.350752633,0,20632.09079,4.298352248,0,0.987802067,0,-37.38655872,0,1.176559227
9,1,9,77,0.021621467,0.015,0.001475617,0.09,0,0,0,0.083333333,0,20632.09079,26821.71803,-5.744810294,-0.347151629,0.00018861,0,0,0,0.076923077,0.998336051,0.998336051,0.998336051,0.038507287,20632.09079,30.43997754,3.540591086,0,0,0.350168349,0,20597.76005,4.291200011,0,0.985046858,0,-37.28672178,0,1.18702238
10,1,10,77,0.021621467,0.015,0.001473745,0.09,0,0,0,0.083333333,0,20597.76005,26777.08807,-5.744810294,-0.347151629,0.00018861,0,0,0,0.076923077,0.998337924,0.998337924,0.998337924,0.038443213,20597.76005,30.35076534,3.53469981,0,0,0.349585695,0,20563.525,4.284067709,0,0.98230135,0,-37.18723151,0,1.197581039
