Month,PolicyYear,MonthInPY,Age,BOP_AV,BOP_BB,FinalMortality,FinalLapse,PWD_Rate,RiderChargeRate,CreditedRate,SurrChgPct,FPW_Pct,Lives,Mortality,Lapse,PWD,SurrChg,RiderChg,Interest,EOP_AV,BaseLapse,DynamicLapse,LapseSkew,NetIndexCreditReimb,HedgeGains
1,1,1,77,20906.27839000,27178.16190000,0.00149068,0.00000000,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0389608600,31.16464782,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20875.11374218,-5.74481029,-0.34715163,0.08333333,0.000000000,0.993186781
2,1,2,77,20875.11374218,27137.64785785,0.00148879,0.00018861,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0388955179,31.07349800,3.58229469,0.00000000,0.35429288,0.00000000,0.00000000,20840.10365661,-5.74481029,-0.34715163,0.08333333,0.000000000,1.115737113
3,1,3,77,20840.10365661,27092.13474662,0.00148690,0.00018861,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0388303589,30.98201744,3.57628683,0.00000000,0.35369870,0.00000000,0.00000000,20805.19165364,-5.74481029,-0.34715163,0.08333333,0.000000000,1.125645466
4,1,4,77,20805.19165364,27046.74914277,0.00148502,0.00018861,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0387653823,30.89086507,3.57029581,0.00000000,0.35310618,0.00000000,0.00000000,20770.37738659,-5.74481029,-0.34715163,0.08333333,0.000000000,1.135644156
5,1,5,77,20770.37738659,27001.49059561,0.00148313,0.00018861,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0387005875,30.80003948,3.56432156,0.00000000,0.35251532,0.00000000,0.00000000,20735.66051023,-5.74481029,-0.34715163,0.08333333,0.000000000,1.145734023
6,1,6,77,20735.66051023,26956.35865635,0.00148125,0.00018861,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0386359738,30.70953931,3.55836402,0.00000000,0.35192611,0.00000000,0.00000000,20701.04068079,-5.74481029,-0.34715163,0.08333333,0.000000000,1.155915918
7,1,7,77,20701.04068079,26911.35287809,0.00147937,0.00018861,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0385715406,30.61936317,3.55242313,0.00000000,0.35133855,0.00000000,0.00000000,20666.51755593,-5.74481029,-0.34715163,0.08333333,0.000000000,1.166190698
8,1,8,77,20666.51755593,26866.47281579,0.00147749,0.00018861,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0385072872,30.52950971,3.54649884,0.00000000,0.35075263,0.00000000,0.00000000,20632.09079475,-5.74481029,-0.34715163,0.08333333,0.000000000,1.176559227
9,1,9,77,20632.09079475,26821.71802626,0.00147562,0.00018861,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0384432131,30.43997755,3.54059109,0.00000000,0.35016835,0.00000000,0.00000000,20597.76005776,-5.74481029,-0.34715163,0.08333333,0.000000000,1.187022380
10,1,10,77,20597.76005776,26777.08806819,0.00147374,0.00018861,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0383793175,30.35076534,3.53469981,0.00000000,0.34958570,0.00000000,0.00000000,20563.52500691,-5.74481029,-0.34715163,0.08333333,0.000000000,1.197581039
11,1,11,77,20563.52500691,26732.58250210,0.00147187,0.00018861,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.0383155999,30.26187174,3.52882496,0.00000000,0.34900467,0.00000000,0.00000000,20529.38530555,-5.74481029,-0.34715163,0.08333333,0.000000000,1.208236094
12,1,12,77,20529.38530555,26688.20089034,0.00147001,0.00018861,0.00000000,0.00500000,0.00000000,0.09000000,0.00000000,0.0382520596,30.13744274,3.51878038,0.00000000,0.34801125,133.26016674,0.00000000,20362.12090444,-5.74481029,-0.34715163,0.08333333,0.000000000,5.988992382
13,2,1,78,20362.12090444,28693.47685840,0.00167343,0.00031736,0.00083718,0.00000000,0.03780000,0.09000000,0.05000000,0.0381759279,35.33517291,6.12831898,17.67732642,0.57295929,0.00000000,769.68817019,21072.09529703,-5.22514605,-0.34715163,0.08333333,96.211021273,98.295364686
14,2,2,78,21072.09529703,28612.39549478,0.00167131,0.00027965,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0381014663,35.19139746,5.38485655,17.62779220,0.50345023,0.00000000,0.00000000,21013.38780060,-5.22514605,-0.47346800,0.08333333,0.000000000,1.870950371
15,2,3,78,21013.38780060,28532.68049337,0.00166918,0.00029679,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0380265788,35.04840746,5.69892570,17.57849705,0.53281372,0.00000000,0.00000000,20954.52915667,-5.22514605,-0.41407486,0.08333333,0.000000000,1.897741752
16,2,4,78,20954.52915667,28452.76025882,0.00166706,0.00029679,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0379519191,34.90584907,5.68296457,17.52926447,0.53132145,0.00000000,0.00000000,20895.87975710,-5.22514605,-0.41407486,0.08333333,0.000000000,1.913148071
17,2,5,78,20895.87975710,28373.12414328,0.00166495,0.00029679,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0378774864,34.76394489,5.66706017,17.48020691,0.52983449,0.00000000,0.00000000,20837.43871064,-5.22514605,-0.41407486,0.08333333,0.000000000,1.928684326
18,2,6,78,20837.43871064,28293.77093654,0.00166283,0.00029679,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0378032797,34.62269156,5.65121227,17.43132361,0.52835281,0.00000000,0.00000000,20779.20513038,-5.22514605,-0.41407486,0.08333333,0.000000000,1.944351647
19,2,7,78,20779.20513038,28214.69943435,0.00166072,0.00029679,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0377292982,34.48208574,5.63542063,17.38261385,0.52687640,0.00000000,0.00000000,20721.17813378,-5.22514605,-0.41407486,0.08333333,0.000000000,1.960151172
20,2,8,78,20721.17813378,28135.90843835,0.00165861,0.00029679,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0376555411,34.34212409,5.61968500,17.33407687,0.52540521,0.00000000,0.00000000,20663.35684260,-5.22514605,-0.41407486,0.08333333,0.000000000,1.976084050
21,2,9,78,20663.35684260,28057.39675606,0.00165650,0.00029679,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0375820074,34.20280333,5.60400516,17.28571194,0.52393925,0.00000000,0.00000000,20605.74038293,-5.22514605,-0.41407486,0.08333333,0.000000000,1.992151440
22,2,10,78,20605.74038293,27979.16320083,0.00165440,0.00029679,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0375086964,34.06412016,5.58838085,17.23751834,0.52247847,0.00000000,0.00000000,20548.32788509,-5.22514605,-0.41407486,0.08333333,0.000000000,2.008354511
23,2,11,78,20548.32788509,27901.20659181,0.00165230,0.00029679,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.0374356072,33.92607132,5.57281186,17.18949534,0.52102287,0.00000000,0.00000000,20491.11848370,-5.22514605,-0.41407486,0.08333333,0.000000000,2.024694443
24,2,12,78,20491.11848370,27823.52575393,0.00165020,0.00029679,0.00083718,0.00500000,0.00000000,0.09000000,0.05000000,0.0373627390,33.74019322,5.54932755,17.11705733,0.51882723,138.81235837,0.00000000,20295.38071999,-5.22514605,-0.41407486,0.08333333,0.000000000,7.008496536
25,3,1,79,20295.38071999,29727.98519770,0.00187958,0.00050255,0.00125868,0.00000000,0.03780000,0.08000000,0.05000000,0.0372737717,39.54578021,9.76987754,26.48224068,0.80358300,0.00000000,767.16539122,20985.94462977,-4.69960299,-0.41407486,0.08333333,95.895673902,98.569492234
26,3,2,79,20985.94462977,29619.86874804,0.00187718,0.00044391,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.0371872867,39.35318843,8.59888670,26.38682781,0.70726774,0.00000000,0.00000000,20910.89845909,-4.69960299,-0.53781434,0.08333333,0.000000000,2.391647905
27,3,3,79,20910.89845909,29513.94748671,0.00187480,0.00047226,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.0371000391,39.16196691,9.11505093,26.29204851,0.74972280,0.00000000,0.00000000,20835.57966995,-4.69960299,-0.47607750,0.08333333,0.000000000,2.428455726
28,3,4,79,20835.57966995,29407.64144768,0.00187241,0.00047226,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.0370130846,38.97130228,9.08222351,26.19735895,0.74702271,0.00000000,0.00000000,20760.58176249,-4.69960299,-0.47607750,0.08333333,0.000000000,2.446437696
29,3,5,79,20760.58176249,29301.78830576,0.00187003,0.00047226,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.0369264220,38.78165922,9.04953593,26.10307277,0.74433412,0.00000000,0.00000000,20685.90316044,-4.69960299,-0.47607750,0.08333333,0.000000000,2.464559723
30,3,6,79,20685.90316044,29196.38583615,0.00186765,0.00047226,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.0368400501,38.59303172,9.01698751,26.00918798,0.74165698,0.00000000,0.00000000,20611.54229623,-4.69960299,-0.47607750,0.08333333,0.000000000,2.482822938
