Month,PolicyYear,MonthInPY,Age,BOP_AV,BOP_BB,FinalMortality,FinalLapse,PWD_Rate,RiderChargeRate,CreditedRate,SurrChgPct,FPW_Pct,Lives,Mortality,Lapse,PWD,SurrChg,RiderChg,Interest,EOP_AV,BaseLapse,DynamicLapse,LapseSkew,NetIndexCreditReimb,HedgeGains
1,1,1,57,222602.25120000,289382.92650000,0.00011390,0.00000000,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,2.1944590681,25.35333496,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,222576.89786504,-5.75971161,-0.34715163,0.08333333,0.000000000,0.807985936
2,1,2,57,222576.89786504,289349.96716456,0.00011378,0.00018582,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,2.1938016597,25.32315326,37.63365300,0.00000000,3.72200964,0.00000000,0.00000000,222510.21904915,-5.75971161,-0.34715163,0.08333333,0.000000000,2.124988510
3,1,3,57,222510.21904915,289263.28470391,0.00011367,0.00018582,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,2.1931446993,25.29009635,37.62238050,0.00000000,3.72089477,0.00000000,0.00000000,222443.58567752,-5.75971161,-0.34715163,0.08333333,0.000000000,2.148417343
4,1,4,57,222443.58567752,289176.66132082,0.00011355,0.00018582,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,2.1924881864,25.25708550,37.61111568,0.00000000,3.71978067,0.00000000,0.00000000,222376.99769567,-5.75971161,-0.34715163,0.08333333,0.000000000,2.172105255
5,1,5,57,222376.99769567,289090.09694444,0.00011344,0.00018582,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,2.1918321205,25.22412064,37.59985853,0.00000000,3.71866733,0.00000000,0.00000000,222310.45504917,-5.75971161,-0.34715163,0.08333333,0.000000000,2.196055121
6,1,6,57,222310.45504917,289003.59150400,0.00011332,0.00018582,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,2.1911765010,25.19120170,37.58860905,0.00000000,3.71755474,0.00000000,0.00000000,222243.95768368,-5.75971161,-0.34715163,0.08333333,0.000000000,2.220269844
7,1,7,57,222243.95768368,288917.14492888,0.00011321,0.00018582,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,2.1905213275,25.15832860,37.57736722,0.00000000,3.71644291,0.00000000,0.00000000,222177.50554494,-5.75971161,-0.34715163,0.08333333,0.000000000,2.244752361
8,1,8,57,222177.50554494,288830.75714854,0.00011310,0.00018582,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,2.1898665993,25.12550129,37.56613304,0.00000000,3.71533184,0.00000000,0.00000000,222111.09857877,-5.75971161,-0.34715163,0.08333333,0.000000000,2.269505644
9,1,9,57,222111.09857877,288744.42809253,0.00011298,0.00018582,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,2.1892123159,25.09271968,37.55490650,0.00000000,3.71422152,0.00000000,0.00000000,222044.73673106,-5.75971161,-0.34715163,0.08333333,0.000000000,2.294532694
10,1,10,57,222044.73673106,288658.15769053,0.00011287,0.00018582,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,2.1885584769,25.05998372,37.54368758,0.00000000,3.71311196,0.00000000,0.00000000,221978.41994781,-5.75971161,-0.34715163,0.08333333,0.000000000,2.319836548
11,1,11,57,221978.41994781,288571.94587232,0.00011275,0.00018582,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,2.1879050816,25.02729332,37.53247628,0.00000000,3.71200315,0.00000000,0.00000000,221912.14817507,-5.75971161,-0.34715163,0.08333333,0.000000000,2.345420277
12,1,12,57,221912.14817507,288485.79256777,0.00011264,0.00018582,0.00000000,0.00500000,0.00000000,0.09000000,0.00000000,2.1872521296,24.98919208,37.51308168,0.00000000,3.71008500,1442.01294587,0.00000000,220403.92287044,-5.75971161,-0.34715163,0.08333333,0.000000000,54.002823074
13,2,1,58,220403.92287044,310584.28983816,0.00012664,0.00031431,0.00083718,0.00000000,0.03780000,0.09000000,0.05000000,2.1862877506,28.95663149,65.72656872,191.43065758,6.14502091,0.00000000,8331.26828450,228442.93227623,-5.23478933,-0.34715163,0.08333333,1041.408535563,1051.609998158
14,2,2,58,228442.93227623,310187.45096158,0.00012651,0.00027696,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,2.1854057329,28.89109547,57.84242050,191.18978593,5.40790263,0.00000000,0.00000000,228159.60107171,-5.23478933,-0.47346800,0.08333333,0.000000000,9.029487791
15,2,3,58,228159.60107171,309802.73437948,0.00012638,0.00029393,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,2.1844872562,28.82597161,61.31098220,190.95096497,5.73219134,0.00000000,0.00000000,227872.78096159,-5.23478933,-0.41407486,0.08333333,0.000000000,9.247758050
16,2,4,58,227872.78096159,309413.28044473,0.00012625,0.00029393,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,2.1835694432,28.76076737,61.23391307,190.71093580,5.72498586,0.00000000,0.00000000,227586.35035949,-5.23478933,-0.41407486,0.08333333,0.000000000,9.343388984
17,2,5,58,227586.35035949,309024.35539699,0.00012613,0.00029393,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,2.1826522931,28.69571429,61.15694859,190.47123256,5.71779016,0.00000000,0.00000000,227300.30867389,-5.23478933,-0.41407486,0.08333333,0.000000000,9.440010902
18,2,6,58,227300.30867389,308635.95843306,0.00012600,0.00029393,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,2.1817358052,28.63081201,61.08008861,190.23185476,5.71060424,0.00000000,0.00000000,227014.65531427,-5.23478933,-0.41407486,0.08333333,0.000000000,9.537634091
19,2,7,58,227014.65531427,308248.08875115,0.00012587,0.00029393,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,2.1808199786,28.56606016,61.00333296,189.99280191,5.70342807,0.00000000,0.00000000,226729.38969118,-5.23478933,-0.41407486,0.08333333,0.000000000,9.636268948
20,2,8,58,226729.38969118,307860.74555084,0.00012575,0.00029393,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,2.1799048126,28.50145839,60.92668149,189.75407350,5.69626164,0.00000000,0.00000000,226444.51121616,-5.23478933,-0.41407486,0.08333333,0.000000000,9.735925975
21,2,9,58,226444.51121616,307473.92803314,0.00012562,0.00029393,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,2.1789903064,28.43700634,60.85013403,189.51566906,5.68910493,0.00000000,0.00000000,226160.01930180,-5.23478933,-0.41407486,0.08333333,0.000000000,9.836615786
22,2,10,58,226160.01930180,307087.63540043,0.00012549,0.00029393,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,2.1780764592,28.37270364,60.77369043,189.27758808,5.68195794,0.00000000,0.00000000,225875.91336171,-5.23478933,-0.41407486,0.08333333,0.000000000,9.938349104
23,2,11,58,225875.91336171,306701.86685648,0.00012537,0.00029393,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,2.1771632702,28.30854994,60.69735054,189.03983008,5.67482064,0.00000000,0.00000000,225592.19281051,-5.23478933,-0.41407486,0.08333333,0.000000000,10.041136763
24,2,12,58,225592.19281051,306316.62160645,0.00012524,0.00029393,0.00083718,0.00500000,0.00000000,0.09000000,0.05000000,2.1762507387,28.22195834,60.57263680,188.65141338,5.66316068,1529.88607175,0.00000000,223779.19756956,-5.23478933,-0.41407486,0.08333333,0.000000000,64.915275544
25,3,1,59,223779.19756956,327784.17734666,0.00013937,0.00050113,0.00125868,0.00000000,0.03780000,0.08000000,0.05000000,2.1748570065,32.35217528,107.48634679,292.17787786,8.84086835,0.00000000,8458.85366813,231797.19396941,-4.70242372,-0.41407486,0.08333333,1057.356708516,1072.745082522
26,3,2,59,231797.19396941,327161.94495951,0.00013922,0.00044266,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,2.1735916404,32.25650587,94.76808801,291.63194785,7.79477780,0.00000000,0.00000000,231370.74264988,-4.70242372,-0.53781434,0.08333333,0.000000000,13.590585581
27,3,3,59,231370.74264988,326560.04533881,0.00013907,0.00047092,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,2.1722659172,32.16157806,100.63186466,291.09118920,8.27707978,0.00000000,0.00000000,230938.58093818,-4.70242372,-0.47607750,0.08333333,0.000000000,13.933914698
28,3,4,59,230938.58093818,325950.08598720,0.00013891,0.00047092,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,2.1709413320,32.06649665,100.44391169,290.54751000,8.26162044,0.00000000,0.00000000,230507.26139940,-4.70242372,-0.47607750,0.08333333,0.000000000,14.069677604
29,3,5,59,230507.26139940,325341.31529076,0.00013876,0.00047092,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,2.1696178832,31.97170120,100.25632497,290.00489020,8.24619123,0.00000000,0.00000000,230076.78229178,-4.70242372,-0.47607750,0.08333333,0.000000000,14.206766613
30,3,6,59,230076.78229178,324733.73079114,0.00013861,0.00047092,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,2.1682955694,31.87719085,100.06910374,289.46332763,8.23079208,0.00000000,0.00000000,229647.14187748,-4.70242372,-0.47607750,0.08333333,0.000000000,14.345194707
31,3,7,59,229647.14187748,324127.33003551,0.00013846,0.00047092,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,2.1669743892,31.78296472,99.88224723,288.92282008,8.21542293,0.00000000,0.00000000,229218.33842251,-4.70242372,-0.47607750,0.08333333,0.000000000,14.484974997
32,3,8,59,229218.33842251,323522.11057650,0.00013831,0.00047092,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,2.1656543411,31.68902193,99.69575471,288.38336539,8.20008372,0.00000000,0.00000000,228790.37019676,-4.70242372,-0.47607750,0.08333333,0.000000000,14.626120718
33,3,9,59,228790.37019676,322918.06997222,0.00013816,0.00047092,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,2.1643354236,31.59536160,99.50962540,287.84496138,8.18477438,0.00000000,0.00000000,228363.23547399,-4.70242372,-0.47607750,0.08333333,0.000000000,14.768645240
34,3,10,59,228363.23547399,322315.20578621,0.00013801,0.00047092,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,2.1630176354,31.50198288,99.32385858,287.30760587,8.16949486,0.00000000,0.00000000,227936.93253181,-4.70242372,-0.47607750,0.08333333,0.000000000,14.912562060
35,3,11,59,227936.93253181,321713.51558747,0.00013786,0.00047092,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,2.1617009750,31.40888489,99.13845347,286.77129669,8.15424509,0.00000000,0.00000000,227511.45965166,-4.70242372,-0.47607750,0.08333333,0.000000000,15.057884811
36,3,12,59,227511.45965166,321112.99695040,0.00013771,0.00047092,0.00125868,0.00500000,0.00000000,0.08000000,0.05000000,2.1603854409,31.28084872,98.84212632,285.91413059,8.12987186,1603.04579262,0.00000000,225484.24688155,-4.70242372,-0.47607750,0.08333333,0.000000000,72.585450080
37,4,1,60,225484.24688155,341881.22395183,0.00015586,0.00080946,0.00168214,0.00000000,0.03780000,0.07000000,0.05000000,2.1583002667,36.44762641,176.70544349,393.37390162,12.58801499,0.00000000,8523.30453212,233388.43642715,-4.16261478,-0.47607750,0.08333333,1065.413066515,1087.023627690
38,4,2,60,233388.43642715,340976.70703313,0.00015569,0.00071665,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,2.1564177439,36.31310344,156.03851210,392.34998087,11.11575903,0.00000000,0.00000000,232792.61907171,-4.16261478,-0.59734255,0.08333333,0.000000000,18.988115147
39,4,3,60,232792.61907171,340106.22757424,0.00015552,0.00076414,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,2.1544348324,36.18008982,165.95066612,391.33968025,11.82187391,0.00000000,0.00000000,232187.32676161,-4.16261478,-0.53343750,0.08333333,0.000000000,19.516054264
40,4,4,60,232187.32676161,339221.90536081,0.00015535,0.00076414,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,2.1524541096,36.04665924,165.51919143,390.32219009,11.79113683,0.00000000,0.00000000,231583.64758402,-4.16261478,-0.53343750,0.08333333,0.000000000,19.692062708
41,4,5,60,231583.64758402,338339.93990772,0.00015518,0.00076414,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,2.1504755722,35.91372688,165.08886656,389.30741143,11.76048166,0.00000000,0.00000000,230981.57709750,-4.16261478,-0.53343750,0.08333333,0.000000000,19.869663209
42,4,6,60,230981.57709750,337460.32472610,0.00015501,0.00076414,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,2.1484992172,35.78129083,164.65968836,388.29533680,11.72990817,0.00000000,0.00000000,230381.11087334,-4.16261478,-0.53343750,0.08333333,0.000000000,20.048870204
43,4,7,60,230381.11087334,336583.05334568,0.00015484,0.00076414,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,2.1465250415,35.64934923,164.23165367,387.28595876,11.69941614,0.00000000,0.00000000,229782.24449553,-4.16261478,-0.53343750,0.08333333,0.000000000,20.229698265
44,4,8,60,229782.24449553,335708.11931474,0.00015467,0.00076414,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,2.1445530420,35.51790019,163.80475935,386.27926989,11.66900535,0.00000000,0.00000000,229184.97356074,-4.16261478,-0.53343750,0.08333333,0.000000000,20.412162091
45,4,9,60,229184.97356074,334835.51620009,0.00015450,0.00076414,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,2.1425832158,35.38694185,163.37900225,385.27526279,11.63867558,0.00000000,0.00000000,228589.29367828,-4.16261478,-0.53343750,0.08333333,0.000000000,20.596276518
46,4,10,60,228589.29367828,333965.23758699,0.00015433,0.00076414,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,2.1406155597,35.25647235,162.95437924,384.27393007,11.60842659,0.00000000,0.00000000,227995.20047003,-4.16261478,-0.53343750,0.08333333,0.000000000,20.782056517
47,4,11,60,227995.20047003,333097.27707908,0.00015417,0.00076414,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,2.1386500707,35.12648984,162.53088721,383.27526438,11.57825817,0.00000000,0.00000000,227402.68957043,-4.16261478,-0.53343750,0.08333333,0.000000000,20.969517193
48,4,12,60,227402.68957043,332231.62829837,0.00015400,0.00076414,0.00168214,0.00500000,0.00000000,0.07000000,0.05000000,2.1366867457,34.94638630,161.87411176,381.72647701,11.53147127,1657.69592206,0.00000000,225154.91520203,-4.16261478,-0.53343750,0.08333333,0.000000000,80.482777444
49,5,1,61,225154.91520203,352078.80269045,0.00017805,0.00092353,0.00168214,0.00000000,0.03780000,0.06000000,0.05000000,2.1343333561,41.57457025,203.34993532,392.77431260,12.29156555,0.00000000,8510.85579464,233015.78061295,-3.97403737,-0.53343750,0.08333333,1063.856974330,1086.545258826
50,5,2,61,233015.78061295,351099.42160659,0.00017786,0.00081955,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,2.1322048700,41.41552510,179.95995066,391.69904716,10.87774887,0.00000000,0.00000000,232391.82834116,-3.97403737,-0.65231879,0.08333333,0.000000000,19.884747356
51,5,3,61,232391.82834116,350159.27377128,0.00017766,0.00087565,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,2.1299593161,41.25857304,191.76001391,390.64078186,11.59100826,0.00000000,0.00000000,231756.57796407,-3.97403737,-0.58641133,0.08333333,0.000000000,20.481973129
52,5,4,61,231756.57796407,349202.10237550,0.00017747,0.00087565,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,2.1277165395,41.10091060,191.23585699,389.57300415,11.55932540,0.00000000,0.00000000,231123.10886694,-3.97403737,-0.58641133,0.08333333,0.000000000,20.663812249
53,5,5,61,231123.10886694,348247.61494540,0.00017728,0.00087565,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,2.1254765362,40.94385862,190.71316974,388.50822036,11.52773136,0.00000000,0.00000000,230491.41588685,-3.97403737,-0.58641133,0.08333333,0.000000000,20.847271286
54,5,6,61,230491.41588685,347295.80370172,0.00017708,0.00087565,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,2.1232393017,40.78741470,190.19194792,387.44642182,11.49622591,0.00000000,0.00000000,229861.49387651,-3.97403737,-0.58641133,0.08333333,0.000000000,21.032364712
55,5,7,61,229861.49387651,346346.66088871,0.00017689,0.00087565,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,2.1210048319,40.63157644,189.67218726,386.38759988,11.46480877,0.00000000,0.00000000,229233.33770417,-3.97403737,-0.58641133,0.08333333,0.000000000,21.219107134
56,5,8,61,229233.33770417,345400.17877402,0.00017670,0.00087565,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,2.1187731225,40.47634146,189.15388354,385.33174591,11.43347970,0.00000000,0.00000000,228606.94225355,-3.97403737,-0.58641133,0.08333333,0.000000000,21.407513284
57,5,9,61,228606.94225355,344456.34964868,0.00017650,0.00087565,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,2.1165441694,40.32170739,188.63703253,384.27885132,11.40223845,0.00000000,0.00000000,227982.30242387,-3.97403737,-0.58641133,0.08333333,0.000000000,21.597598031
58,5,10,61,227982.30242387,343515.16582698,0.00017631,0.00087565,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,2.1143179683,40.16767186,188.12163003,383.22890754,11.37108474,0.00000000,0.00000000,227359.41312970,-3.97403737,-0.58641133,0.08333333,0.000000000,21.789376373
59,5,11,61,227359.41312970,342576.61964640,0.00017612,0.00087565,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,2.1120945151,40.01423251,187.60767185,382.18190601,11.34001834,0.00000000,0.00000000,226738.26930098,-3.97403737,-0.58641133,0.08333333,0.000000000,21.982863445
