PolicyID,TotalHedgeGains,Excel,Difference
2218,1803.136338,1803.136338,-1.69162E-07
386,3307.810813,3307.810813,-1.66552E-07
944,990.973332,990.9733322,-1.65576E-07
390,4119.780535,4119.780535,-1.65474E-07
262,232.105856,232.1058562,-1.6018E-07
100,158.33061,158.3306102,-1.59645E-07
448,1996.583825,1996.583825,-1.59149E-07
168,1040.704619,1040.704619,-1.5679E-07
950,3474.806016,3474.806016,-1.56291E-07
2242,262.801246,262.8012462,-1.56123E-07
78,6550.086339,6550.086339,-1.55695E-07
2650,422.574037,422.5740372,-1.54594E-07
2476,660.198491,660.1984912,-1.53857E-07
304,1320.546777,1320.546777,-1.52588E-07
636,3773.675412,3773.675412,-1.52288E-07
684,896.385138,896.3851381,-1.49831E-07
334,8668.715947,8668.715947,-1.48195E-07
458,652.711543,652.7115431,-1.47224E-07
212,660.769181,660.7691811,-1.44125E-07
880,1042.020037,1042.020037,-1.44017E-07
2766,1855.204619,1855.204619,-1.4301E-07
516,323.495572,323.4955721,-1.40996E-07
1826,43.261107,43.26110714,-1.40204E-07
526,3510.596863,3510.596863,-1.38341E-07
460,849.965503,849.9655031,-1.37936E-07
2692,717.612418,717.6124181,-1.35519E-07
1792,5611.718134,5611.718134,-1.343E-07
900,1595.697895,1595.697895,-1.33458E-07
1286,800.034758,800.0347581,-1.33301E-07
2084,2555.09352,2555.09352,-1.32716E-07
2730,1979.756995,1979.756995,-1.32408E-07
1494,175.956269,175.9562691,-1.32E-07
1770,277.405863,277.4058631,-1.30412E-07
1398,2505.487416,2505.487416,-1.29547E-07
990,70.273009,70.27300913,-1.28973E-07
2280,2051.209031,2051.209031,-1.27835E-07
2392,131.831783,131.8317831,-1.27433E-07
1336,1723.77412,1723.77412,-1.25318E-07
2528,50.439892,50.43989212,-1.23718E-07
1240,316.152822,316.1528221,-1.23002E-07
440,298.532729,298.5327291,-1.22651E-07
280,1017.435985,1017.435985,-1.21907E-07
1828,103.150061,103.1500611,-1.21535E-07
326,3048.622956,3048.622956,-1.20945E-07
1024,1735.192728,1735.192728,-1.20209E-07
58,65.748335,65.74833512,-1.18141E-07
500,14719.09253,14719.09253,-1.18078E-07
2694,409.865004,409.8650041,-1.17113E-07
86,11.034171,11.03417112,-1.15238E-07
800,683.800532,683.8005321,-1.13649E-07
1604,1030.421926,1030.421926,-1.12516E-07
1044,1196.591773,1196.591773,-1.12196E-07
2424,3571.827783,3571.827783,-1.10612E-07
2722,754.726344,754.7263441,-1.09297E-07
832,3063.492819,3063.492819,-1.08051E-07
1688,125.867757,125.8677571,-1.07684E-07
1962,299.466691,299.4666911,-1.07294E-07
748,2632.5173,2632.5173,-1.06563E-07
2458,29640.86072,29640.86072,-1.06516E-07
1244,525.625933,525.6259331,-1.05578E-07
2590,1377.630186,1377.630186,-1.05198E-07
394,680.134588,680.1345881,-1.0509E-07
1972,371.320838,371.3208381,-1.04749E-07
620,1417.842732,1417.842732,-1.04484E-07
2680,177.795109,177.7951091,-1.01819E-07
2356,1111.137939,1111.137939,-1.01222E-07
2342,1528.610324,1528.610324,-9.98552E-08
1208,251.783936,251.7839361,-9.93276E-08
1020,1076.485804,1076.485804,-9.76538E-08
2376,4367.944457,4367.944457,-9.66747E-08
1196,2424.858908,2424.858908,-9.61718E-08
838,6685.340538,6685.340538,-9.59562E-08
388,3688.144102,3688.144102,-9.59258E-08
2702,1122.049605,1122.049605,-9.57475E-08
1552,44.672977,44.6729771,-9.50411E-08
2256,305.517581,305.5175811,-9.39064E-08
1646,4934.03182,4934.03182,-9.20554E-08
1260,2764.73817,2764.73817,-9.10054E-08
1392,769.975288,769.9752881,-9.06066E-08
1312,3732.609222,3732.609222,-9.05507E-08
178,137.674134,137.6741341,-8.99783E-08
858,218.731415,218.7314151,-8.9469E-08
432,79.684068,79.68406809,-8.94358E-08
1018,826.399927,826.3999271,-8.89388E-08
2566,1369.857742,1369.857742,-8.85452E-08
658,541.913338,541.9133381,-8.83668E-08
1522,467.666103,467.6661031,-8.83263E-08
1742,1787.725334,1787.725334,-8.68549E-08
2192,1194.305541,1194.305541,-8.4771E-08
2634,639.250651,639.2506511,-8.19948E-08
916,3793.472223,3793.472223,-8.15508E-08
1564,2234.185418,2234.185418,-8.04748E-08
2200,2038.874811,2038.874811,-7.85087E-08
966,894.447297,894.4472971,-7.74041E-08
1542,5.897017,5.897017077,-7.72706E-08
1654,205.50513,205.5051301,-7.45752E-08
2646,344.262414,344.2624141,-7.15432E-08
234,44.67688,44.67688007,-7.12091E-08
486,1409.779507,1409.779507,-7.116E-08
1466,1103.766709,1103.766709,-7.08715E-08
2116,367.761768,367.7617681,-6.93618E-08
2800,1729.403847,1729.403847,-6.88956E-08
1082,689.372155,689.3721551,-6.88674E-08
552,3602.435017,3602.435017,-6.73554E-08
1028,2533.991617,2533.991617,-6.71389E-08
1846,3625.66914,3625.66914,-6.70689E-08
2744,5934.843341,5934.843341,-6.65987E-08
2790,1041.6767,1041.6767,-6.58656E-08
1280,132.637741,132.6377411,-6.49209E-08
2254,237.963177,237.9631771,-6.40195E-08
1588,5298.392724,5298.392724,-6.24686E-08
478,1387.917309,1387.917309,-6.19807E-08
564,71.524197,71.52419706,-6.19484E-08
724,1413.944572,1413.944572,-6.18488E-08
940,654.491676,654.4916761,-6.16049E-08
2504,2271.771936,2271.771936,-6.11844E-08
2332,459.452361,459.4523611,-6.0788E-08
992,93.162004,93.16200406,-6.07306E-08
1672,4661.089139,4661.089139,-6.00976E-08
1224,679.895031,679.8950311,-5.97191E-08
52,7166.414001,7166.414001,-5.91217E-08
164,838.09152,838.0915201,-5.844E-08
1580,987.931051,987.9310511,-5.80565E-08
914,3241.195109,3241.195109,-5.7918E-08
1600,245.266576,245.2665761,-5.78798E-08
410,2098.399466,2098.399466,-5.62841E-08
1002,1061.716346,1061.716346,-5.61167E-08
426,18.324524,18.32452406,-5.5522E-08
1906,629.252952,629.2529521,-5.46531E-08
1288,2602.028384,2602.028384,-5.37775E-08
310,599.020845,599.0208451,-5.1792E-08
2780,445.81741,445.8174101,-5.07862E-08
2428,4975.409223,4975.409223,-4.86816E-08
428,43.733584,43.73358405,-4.79598E-08
38,154.785459,154.785459,-4.72563E-08
532,2848.277449,2848.277449,-4.69686E-08
1540,960.232352,960.232352,-4.65739E-08
1668,1809.433514,1809.433514,-4.58551E-08
934,301.688899,301.688899,-4.47419E-08
734,458.08066,458.08066,-4.31807E-08
1644,1288.619523,1288.619523,-4.29886E-08
1004,1152.333488,1152.333488,-4.03595E-08
1300,658.117903,658.117903,-4.02251E-08
264,338.138139,338.138139,-3.84808E-08
588,2702.445415,2702.445415,-3.79432E-08
1234,1083.159407,1083.159407,-3.74273E-08
1424,3329.551661,3329.551661,-3.50128E-08
60,41.713684,41.71368403,-3.49604E-08
1034,6965.836508,6965.836508,-3.46008E-08
1660,432.644006,432.644006,-3.45315E-08
1550,30.300463,30.30046303,-3.36624E-08
64,175.499311,175.499311,-3.23155E-08
2688,2262.815506,2262.815506,-3.10697E-08
208,339.377122,339.377122,-3.06677E-08
490,2287.22744,2287.22744,-2.92971E-08
928,319.739197,319.739197,-2.79704E-08
1484,4073.773261,4073.773261,-2.61484E-08
2482,1296.886724,1296.886724,-2.43526E-08
104,451.041181,451.041181,-2.20275E-08
8,12.77183,12.77183002,-2.19883E-08
1010,1787.751747,1787.751747,-1.94641E-08
2728,1650.474287,1650.474287,-1.89241E-08
2660,719.573717,719.573717,-1.88716E-08
2078,799.470036,799.470036,-1.66484E-08
2562,1049.94731,1049.94731,-1.58457E-08
22,769.057602,769.057602,-1.54924E-08
1148,3749.927335,3749.927335,-1.47757E-08
1054,3766.042397,3766.042397,-1.43668E-08
866,1281.305251,1281.305251,-1.38491E-08
2626,2092.480336,2092.480336,-1.29521E-08
1998,3920.611959,3920.611959,-1.17211E-08
2436,7944.122073,7944.122073,-1.05765E-08
574,153.29026,153.29026,-1.03703E-08
468,2757.562505,2757.562505,-9.90985E-09
1448,4851.432001,4851.432001,-8.47831E-09
424,28.86016,28.86016001,-7.864E-09
1290,871.208473,871.208473,-5.50858E-09
2486,5289.579646,5289.579646,-4.18731E-09
1342,6301.52203,6301.52203,-4.18186E-09
122,112.791505,112.791505,-3.11215E-09
1718,3045.019994,3045.019994,-2.5334E-09
2616,357.116146,357.116146,-6.86157E-10
2046,1312.025605,1312.025605,-1.13232E-10
1,0,0,0
3,0,0,0
5,0,0,0
7,0,0,0
9,0,0,0
11,0,0,0
13,0,0,0
15,0,0,0
17,0,0,0
19,0,0,0
21,0,0,0
23,0,0,0
25,0,0,0
27,0,0,0
29,0,0,0
31,0,0,0
33,0,0,0
35,0,0,0
37,0,0,0
39,0,0,0
41,0,0,0
43,0,0,0
45,0,0,0
47,0,0,0
49,0,0,0
51,0,0,0
53,0,0,0
55,0,0,0
57,0,0,0
59,0,0,0
61,0,0,0
63,0,0,0
65,0,0,0
67,0,0,0
69,0,0,0
71,0,0,0
73,0,0,0
75,0,0,0
77,0,0,0
79,0,0,0
81,0,0,0
83,0,0,0
85,0,0,0
87,0,0,0
89,0,0,0
91,0,0,0
93,0,0,0
95,0,0,0
97,0,0,0
99,0,0,0
101,0,0,0
103,0,0,0
105,0,0,0
107,0,0,0
109,0,0,0
111,0,0,0
113,0,0,0
115,0,0,0
117,0,0,0
119,0,0,0
121,0,0,0
123,0,0,0
125,0,0,0
127,0,0,0
129,0,0,0
131,0,0,0
133,0,0,0
135,0,0,0
137,0,0,0
139,0,0,0
141,0,0,0
143,0,0,0
145,0,0,0
147,0,0,0
149,0,0,0
151,0,0,0
153,0,0,0
155,0,0,0
157,0,0,0
159,0,0,0
161,0,0,0
163,0,0,0
165,0,0,0
167,0,0,0
169,0,0,0
171,0,0,0
173,0,0,0
175,0,0,0
177,0,0,0
179,0,0,0
181,0,0,0
183,0,0,0
185,0,0,0
187,0,0,0
189,0,0,0
191,0,0,0
193,0,0,0
195,0,0,0
197,0,0,0
199,0,0,0
201,0,0,0
203,0,0,0
205,0,0,0
207,0,0,0
209,0,0,0
211,0,0,0
213,0,0,0
215,0,0,0
217,0,0,0
219,0,0,0
221,0,0,0
223,0,0,0
225,0,0,0
227,0,0,0
229,0,0,0
231,0,0,0
233,0,0,0
235,0,0,0
237,0,0,0
239,0,0,0
241,0,0,0
243,0,0,0
245,0,0,0
247,0,0,0
249,0,0,0
251,0,0,0
253,0,0,0
255,0,0,0
257,0,0,0
259,0,0,0
261,0,0,0
263,0,0,0
265,0,0,0
267,0,0,0
269,0,0,0
271,0,0,0
273,0,0,0
275,0,0,0
277,0,0,0
279,0,0,0
281,0,0,0
283,0,0,0
285,0,0,0
287,0,0,0
289,0,0,0
291,0,0,0
293,0,0,0
295,0,0,0
297,0,0,0
299,0,0,0
301,0,0,0
303,0,0,0
305,0,0,0
307,0,0,0
309,0,0,0
311,0,0,0
313,0,0,0
315,0,0,0
317,0,0,0
319,0,0,0
321,0,0,0
323,0,0,0
325,0,0,0
327,0,0,0
329,0,0,0
331,0,0,0
333,0,0,0
335,0,0,0
337,0,0,0
339,0,0,0
341,0,0,0
343,0,0,0
345,0,0,0
347,0,0,0
349,0,0,0
351,0,0,0
353,0,0,0
355,0,0,0
357,0,0,0
359,0,0,0
361,0,0,0
363,0,0,0
365,0,0,0
367,0,0,0
369,0,0,0
371,0,0,0
373,0,0,0
375,0,0,0
377,0,0,0
379,0,0,0
381,0,0,0
383,0,0,0
385,0,0,0
387,0,0,0
389,0,0,0
391,0,0,0
393,0,0,0
395,0,0,0
397,0,0,0
399,0,0,0
401,0,0,0
403,0,0,0
405,0,0,0
407,0,0,0
409,0,0,0
411,0,0,0
413,0,0,0
415,0,0,0
417,0,0,0
419,0,0,0
421,0,0,0
423,0,0,0
425,0,0,0
427,0,0,0
429,0,0,0
431,0,0,0
433,0,0,0
435,0,0,0
437,0,0,0
439,0,0,0
441,0,0,0
443,0,0,0
445,0,0,0
447,0,0,0
449,0,0,0
451,0,0,0
453,0,0,0
455,0,0,0
457,0,0,0
459,0,0,0
461,0,0,0
463,0,0,0
465,0,0,0
467,0,0,0
469,0,0,0
471,0,0,0
473,0,0,0
475,0,0,0
477,0,0,0
479,0,0,0
481,0,0,0
483,0,0,0
485,0,0,0
487,0,0,0
489,0,0,0
491,0,0,0
493,0,0,0
495,0,0,0
497,0,0,0
499,0,0,0
501,0,0,0
503,0,0,0
505,0,0,0
507,0,0,0
509,0,0,0
511,0,0,0
513,0,0,0
515,0,0,0
517,0,0,0
519,0,0,0
521,0,0,0
523,0,0,0
525,0,0,0
527,0,0,0
529,0,0,0
531,0,0,0
533,0,0,0
535,0,0,0
537,0,0,0
539,0,0,0
541,0,0,0
543,0,0,0
545,0,0,0
547,0,0,0
549,0,0,0
551,0,0,0
553,0,0,0
555,0,0,0
557,0,0,0
559,0,0,0
561,0,0,0
563,0,0,0
565,0,0,0
567,0,0,0
569,0,0,0
571,0,0,0
573,0,0,0
575,0,0,0
577,0,0,0
579,0,0,0
581,0,0,0
583,0,0,0
585,0,0,0
587,0,0,0
589,0,0,0
591,0,0,0
593,0,0,0
595,0,0,0
597,0,0,0
599,0,0,0
601,0,0,0
603,0,0,0
605,0,0,0
607,0,0,0
609,0,0,0
611,0,0,0
613,0,0,0
615,0,0,0
617,0,0,0
619,0,0,0
621,0,0,0
623,0,0,0
625,0,0,0
627,0,0,0
629,0,0,0
631,0,0,0
633,0,0,0
635,0,0,0
637,0,0,0
639,0,0,0
641,0,0,0
643,0,0,0
645,0,0,0
647,0,0,0
649,0,0,0
651,0,0,0
653,0,0,0
655,0,0,0
657,0,0,0
659,0,0,0
661,0,0,0
663,0,0,0
665,0,0,0
667,0,0,0
669,0,0,0
671,0,0,0
673,0,0,0
675,0,0,0
677,0,0,0
679,0,0,0
681,0,0,0
683,0,0,0
685,0,0,0
687,0,0,0
689,0,0,0
691,0,0,0
693,0,0,0
695,0,0,0
697,0,0,0
699,0,0,0
701,0,0,0
703,0,0,0
705,0,0,0
707,0,0,0
709,0,0,0
711,0,0,0
713,0,0,0
715,0,0,0
717,0,0,0
719,0,0,0
721,0,0,0
723,0,0,0
725,0,0,0
727,0,0,0
729,0,0,0
731,0,0,0
733,0,0,0
735,0,0,0
737,0,0,0
739,0,0,0
741,0,0,0
743,0,0,0
745,0,0,0
747,0,0,0
749,0,0,0
751,0,0,0
753,0,0,0
755,0,0,0
757,0,0,0
759,0,0,0
761,0,0,0
763,0,0,0
765,0,0,0
767,0,0,0
769,0,0,0
771,0,0,0
773,0,0,0
775,0,0,0
777,0,0,0
779,0,0,0
781,0,0,0
783,0,0,0
785,0,0,0
787,0,0,0
789,0,0,0
791,0,0,0
793,0,0,0
795,0,0,0
797,0,0,0
799,0,0,0
801,0,0,0
803,0,0,0
805,0,0,0
807,0,0,0
809,0,0,0
811,0,0,0
813,0,0,0
815,0,0,0
817,0,0,0
819,0,0,0
821,0,0,0
823,0,0,0
825,0,0,0
827,0,0,0
829,0,0,0
831,0,0,0
833,0,0,0
835,0,0,0
837,0,0,0
839,0,0,0
841,0,0,0
843,0,0,0
845,0,0,0
847,0,0,0
849,0,0,0
851,0,0,0
853,0,0,0
855,0,0,0
857,0,0,0
859,0,0,0
861,0,0,0
863,0,0,0
865,0,0,0
867,0,0,0
869,0,0,0
871,0,0,0
873,0,0,0
875,0,0,0
877,0,0,0
879,0,0,0
881,0,0,0
883,0,0,0
885,0,0,0
887,0,0,0
889,0,0,0
891,0,0,0
893,0,0,0
895,0,0,0
897,0,0,0
899,0,0,0
901,0,0,0
903,0,0,0
905,0,0,0
907,0,0,0
909,0,0,0
911,0,0,0
913,0,0,0
915,0,0,0
917,0,0,0
919,0,0,0
921,0,0,0
923,0,0,0
925,0,0,0
927,0,0,0
929,0,0,0
931,0,0,0
933,0,0,0
935,0,0,0
937,0,0,0
939,0,0,0
941,0,0,0
943,0,0,0
945,0,0,0
947,0,0,0
949,0,0,0
951,0,0,0
953,0,0,0
955,0,0,0
957,0,0,0
959,0,0,0
961,0,0,0
963,0,0,0
965,0,0,0
967,0,0,0
969,0,0,0
971,0,0,0
973,0,0,0
975,0,0,0
977,0,0,0
979,0,0,0
981,0,0,0
983,0,0,0
985,0,0,0
987,0,0,0
989,0,0,0
991,0,0,0
993,0,0,0
995,0,0,0
997,0,0,0
999,0,0,0
1001,0,0,0
1003,0,0,0
1005,0,0,0
1007,0,0,0
1009,0,0,0
1011,0,0,0
1013,0,0,0
1015,0,0,0
1017,0,0,0
1019,0,0,0
1021,0,0,0
1023,0,0,0
1025,0,0,0
1027,0,0,0
1029,0,0,0
1031,0,0,0
1033,0,0,0
1035,0,0,0
1037,0,0,0
1039,0,0,0
1041,0,0,0
1043,0,0,0
1045,0,0,0
1047,0,0,0
1049,0,0,0
1051,0,0,0
1053,0,0,0
1055,0,0,0
1057,0,0,0
1059,0,0,0
1061,0,0,0
1063,0,0,0
1065,0,0,0
1067,0,0,0
1069,0,0,0
1071,0,0,0
1073,0,0,0
1075,0,0,0
1077,0,0,0
1079,0,0,0
1081,0,0,0
1083,0,0,0
1085,0,0,0
1087,0,0,0
1089,0,0,0
1091,0,0,0
1093,0,0,0
1095,0,0,0
1097,0,0,0
1099,0,0,0
1101,0,0,0
1103,0,0,0
1105,0,0,0
1107,0,0,0
1109,0,0,0
1111,0,0,0
1113,0,0,0
1115,0,0,0
1117,0,0,0
1119,0,0,0
1121,0,0,0
1123,0,0,0
1125,0,0,0
1127,0,0,0
1129,0,0,0
1131,0,0,0
1133,0,0,0
1135,0,0,0
1137,0,0,0
1139,0,0,0
1141,0,0,0
1143,0,0,0
1145,0,0,0
1147,0,0,0
1149,0,0,0
1151,0,0,0
1153,0,0,0
1155,0,0,0
1157,0,0,0
1159,0,0,0
1161,0,0,0
1163,0,0,0
1165,0,0,0
1167,0,0,0
1169,0,0,0
1171,0,0,0
1173,0,0,0
1175,0,0,0
1177,0,0,0
1179,0,0,0
1181,0,0,0
1183,0,0,0
1185,0,0,0
1187,0,0,0
1189,0,0,0
1191,0,0,0
1193,0,0,0
1195,0,0,0
1197,0,0,0
1199,0,0,0
1201,0,0,0
1203,0,0,0
1205,0,0,0
1207,0,0,0
1209,0,0,0
1211,0,0,0
1213,0,0,0
1215,0,0,0
1217,0,0,0
1219,0,0,0
1221,0,0,0
1223,0,0,0
1225,0,0,0
1227,0,0,0
1229,0,0,0
1231,0,0,0
1233,0,0,0
1235,0,0,0
1237,0,0,0
1239,0,0,0
1241,0,0,0
1243,0,0,0
1245,0,0,0
1247,0,0,0
1249,0,0,0
1251,0,0,0
1253,0,0,0
1255,0,0,0
1257,0,0,0
1259,0,0,0
1261,0,0,0
1263,0,0,0
1265,0,0,0
1267,0,0,0
1269,0,0,0
1271,0,0,0
1273,0,0,0
1275,0,0,0
1277,0,0,0
1279,0,0,0
1281,0,0,0
1283,0,0,0
1285,0,0,0
1287,0,0,0
1289,0,0,0
1291,0,0,0
1293,0,0,0
1295,0,0,0
1297,0,0,0
1299,0,0,0
1301,0,0,0
1303,0,0,0
1305,0,0,0
1307,0,0,0
1309,0,0,0
1311,0,0,0
1313,0,0,0
1315,0,0,0
1317,0,0,0
1319,0,0,0
1321,0,0,0
1323,0,0,0
1325,0,0,0
1327,0,0,0
1329,0,0,0
1331,0,0,0
1333,0,0,0
1335,0,0,0
1337,0,0,0
1339,0,0,0
1341,0,0,0
1343,0,0,0
1345,0,0,0
1347,0,0,0
1349,0,0,0
1351,0,0,0
1353,0,0,0
1355,0,0,0
1357,0,0,0
1359,0,0,0
1361,0,0,0
1363,0,0,0
1365,0,0,0
1367,0,0,0
1369,0,0,0
1371,0,0,0
1373,0,0,0
1375,0,0,0
1377,0,0,0
1379,0,0,0
1381,0,0,0
1383,0,0,0
1385,0,0,0
1387,0,0,0
1389,0,0,0
1391,0,0,0
1393,0,0,0
1395,0,0,0
1397,0,0,0
1399,0,0,0
1401,0,0,0
1403,0,0,0
1405,0,0,0
1407,0,0,0
1409,0,0,0
1411,0,0,0
1413,0,0,0
1415,0,0,0
1417,0,0,0
1419,0,0,0
1421,0,0,0
1423,0,0,0
1425,0,0,0
1427,0,0,0
1429,0,0,0
1431,0,0,0
1433,0,0,0
1435,0,0,0
1437,0,0,0
1439,0,0,0
1441,0,0,0
1443,0,0,0
1445,0,0,0
1447,0,0,0
1449,0,0,0
1451,0,0,0
1453,0,0,0
1455,0,0,0
1457,0,0,0
1459,0,0,0
1461,0,0,0
1463,0,0,0
1465,0,0,0
1467,0,0,0
1469,0,0,0
1471,0,0,0
1473,0,0,0
1475,0,0,0
1477,0,0,0
1479,0,0,0
1481,0,0,0
1483,0,0,0
1485,0,0,0
1487,0,0,0
1489,0,0,0
1491,0,0,0
1493,0,0,0
1495,0,0,0
1497,0,0,0
1499,0,0,0
1501,0,0,0
1503,0,0,0
1505,0,0,0
1507,0,0,0
1509,0,0,0
1511,0,0,0
1513,0,0,0
1515,0,0,0
1517,0,0,0
1519,0,0,0
1521,0,0,0
1523,0,0,0
1525,0,0,0
1527,0,0,0
1529,0,0,0
1531,0,0,0
1533,0,0,0
1535,0,0,0
1537,0,0,0
1539,0,0,0
1541,0,0,0
1543,0,0,0
1545,0,0,0
1547,0,0,0
1549,0,0,0
1551,0,0,0
1553,0,0,0
1555,0,0,0
1557,0,0,0
1559,0,0,0
1561,0,0,0
1563,0,0,0
1565,0,0,0
1567,0,0,0
1569,0,0,0
1571,0,0,0
1573,0,0,0
1575,0,0,0
1577,0,0,0
1579,0,0,0
1581,0,0,0
1583,0,0,0
1585,0,0,0
1587,0,0,0
1589,0,0,0
1591,0,0,0
1593,0,0,0
1595,0,0,0
1597,0,0,0
1599,0,0,0
1601,0,0,0
1603,0,0,0
1605,0,0,0
1607,0,0,0
1609,0,0,0
1611,0,0,0
1613,0,0,0
1615,0,0,0
1617,0,0,0
1619,0,0,0
1621,0,0,0
1623,0,0,0
1625,0,0,0
1627,0,0,0
1629,0,0,0
1631,0,0,0
1633,0,0,0
1635,0,0,0
1637,0,0,0
1639,0,0,0
1641,0,0,0
1643,0,0,0
1645,0,0,0
1647,0,0,0
1649,0,0,0
1651,0,0,0
1653,0,0,0
1655,0,0,0
1657,0,0,0
1659,0,0,0
1661,0,0,0
1663,0,0,0
1665,0,0,0
1667,0,0,0
1669,0,0,0
1671,0,0,0
1673,0,0,0
1675,0,0,0
1677,0,0,0
1679,0,0,0
1681,0,0,0
1683,0,0,0
1685,0,0,0
1687,0,0,0
1689,0,0,0
1691,0,0,0
1693,0,0,0
1695,0,0,0
1697,0,0,0
1699,0,0,0
1701,0,0,0
1703,0,0,0
1705,0,0,0
1707,0,0,0
1709,0,0,0
1711,0,0,0
1713,0,0,0
1715,0,0,0
1717,0,0,0
1719,0,0,0
1721,0,0,0
1723,0,0,0
1725,0,0,0
1727,0,0,0
1729,0,0,0
1731,0,0,0
1733,0,0,0
1735,0,0,0
1737,0,0,0
1739,0,0,0
1741,0,0,0
1743,0,0,0
1745,0,0,0
1747,0,0,0
1749,0,0,0
1751,0,0,0
1753,0,0,0
1755,0,0,0
1757,0,0,0
1759,0,0,0
1761,0,0,0
1763,0,0,0
1765,0,0,0
1767,0,0,0
1769,0,0,0
1771,0,0,0
1773,0,0,0
1775,0,0,0
1777,0,0,0
1779,0,0,0
1781,0,0,0
1783,0,0,0
1785,0,0,0
1787,0,0,0
1789,0,0,0
1791,0,0,0
1793,0,0,0
1795,0,0,0
1797,0,0,0
1799,0,0,0
1801,0,0,0
1803,0,0,0
1805,0,0,0
1807,0,0,0
1809,0,0,0
1811,0,0,0
1813,0,0,0
1815,0,0,0
1817,0,0,0
1819,0,0,0
1821,0,0,0
1823,0,0,0
1825,0,0,0
1827,0,0,0
1829,0,0,0
1831,0,0,0
1833,0,0,0
1835,0,0,0
1837,0,0,0
1839,0,0,0
1841,0,0,0
1843,0,0,0
1845,0,0,0
1847,0,0,0
1849,0,0,0
1851,0,0,0
1853,0,0,0
1855,0,0,0
1857,0,0,0
1859,0,0,0
1861,0,0,0
1863,0,0,0
1865,0,0,0
1867,0,0,0
1869,0,0,0
1871,0,0,0
1873,0,0,0
1875,0,0,0
1877,0,0,0
1879,0,0,0
1881,0,0,0
1883,0,0,0
1885,0,0,0
1887,0,0,0
1889,0,0,0
1891,0,0,0
1893,0,0,0
1895,0,0,0
1897,0,0,0
1899,0,0,0
1901,0,0,0
1903,0,0,0
1905,0,0,0
1907,0,0,0
1909,0,0,0
1911,0,0,0
1913,0,0,0
1915,0,0,0
1917,0,0,0
1919,0,0,0
1921,0,0,0
1923,0,0,0
1925,0,0,0
1927,0,0,0
1929,0,0,0
1931,0,0,0
1933,0,0,0
1935,0,0,0
1937,0,0,0
1939,0,0,0
1941,0,0,0
1943,0,0,0
1945,0,0,0
1947,0,0,0
1949,0,0,0
1951,0,0,0
1953,0,0,0
1955,0,0,0
1957,0,0,0
1959,0,0,0
1961,0,0,0
1963,0,0,0
1965,0,0,0
1967,0,0,0
1969,0,0,0
1971,0,0,0
1973,0,0,0
1975,0,0,0
1977,0,0,0
1979,0,0,0
1981,0,0,0
1983,0,0,0
1985,0,0,0
1987,0,0,0
1989,0,0,0
1991,0,0,0
1993,0,0,0
1995,0,0,0
1997,0,0,0
1999,0,0,0
2001,0,0,0
2003,0,0,0
2005,0,0,0
2007,0,0,0
2009,0,0,0
2011,0,0,0
2013,0,0,0
2015,0,0,0
2017,0,0,0
2019,0,0,0
2021,0,0,0
2023,0,0,0
2025,0,0,0
2027,0,0,0
2029,0,0,0
2031,0,0,0
2033,0,0,0
2035,0,0,0
2037,0,0,0
2039,0,0,0
2041,0,0,0
2043,0,0,0
2045,0,0,0
2047,0,0,0
2049,0,0,0
2051,0,0,0
2053,0,0,0
2055,0,0,0
2057,0,0,0
2059,0,0,0
2061,0,0,0
2063,0,0,0
2065,0,0,0
2067,0,0,0
2069,0,0,0
2071,0,0,0
2073,0,0,0
2075,0,0,0
2077,0,0,0
2079,0,0,0
2081,0,0,0
2083,0,0,0
2085,0,0,0
2087,0,0,0
2089,0,0,0
2091,0,0,0
2093,0,0,0
2095,0,0,0
2097,0,0,0
2099,0,0,0
2101,0,0,0
2103,0,0,0
2105,0,0,0
2107,0,0,0
2109,0,0,0
2111,0,0,0
2113,0,0,0
2115,0,0,0
2117,0,0,0
2119,0,0,0
2121,0,0,0
2123,0,0,0
2125,0,0,0
2127,0,0,0
2129,0,0,0
2131,0,0,0
2133,0,0,0
2135,0,0,0
2137,0,0,0
2139,0,0,0
2141,0,0,0
2143,0,0,0
2145,0,0,0
2147,0,0,0
2149,0,0,0
2151,0,0,0
2153,0,0,0
2155,0,0,0
2157,0,0,0
2159,0,0,0
2161,0,0,0
2163,0,0,0
2165,0,0,0
2167,0,0,0
2169,0,0,0
2171,0,0,0
2173,0,0,0
2175,0,0,0
2177,0,0,0
2179,0,0,0
2181,0,0,0
2183,0,0,0
2185,0,0,0
2187,0,0,0
2189,0,0,0
2191,0,0,0
2193,0,0,0
2195,0,0,0
2197,0,0,0
2199,0,0,0
2201,0,0,0
2203,0,0,0
2205,0,0,0
2207,0,0,0
2209,0,0,0
2211,0,0,0
2213,0,0,0
2215,0,0,0
2217,0,0,0
2219,0,0,0
2221,0,0,0
2223,0,0,0
2225,0,0,0
2227,0,0,0
2229,0,0,0
2231,0,0,0
2233,0,0,0
2235,0,0,0
2237,0,0,0
2239,0,0,0
2241,0,0,0
2243,0,0,0
2245,0,0,0
2247,0,0,0
2249,0,0,0
2251,0,0,0
2253,0,0,0
2255,0,0,0
2257,0,0,0
2259,0,0,0
2261,0,0,0
2263,0,0,0
2265,0,0,0
2267,0,0,0
2269,0,0,0
2271,0,0,0
2273,0,0,0
2275,0,0,0
2277,0,0,0
2279,0,0,0
2281,0,0,0
